Chromosome	Start	Stop	Length	Strand	Gene Symbol	gene_biotype	gene_id	gene_name	gene_source	gene_version	r542	r543	r544	r545	r546	r547	r548	r549
6	34417454	34426070	8616	-	ENSG00000124614	protein_coding	ENSG00000124614	RPS10	ensembl_havana	17	1.22207	1.31148	1.34801	1.30045	1.4113	1.39826	1.16396	1.43636
6	39899578	39934552	34974	-	ENSG00000124615	protein_coding	ENSG00000124615	MOCS1	ensembl_havana	20	1.10038	1.09257	1.00148	1.00251	1.10336	1.11466	1.46941	1.57482
6	27125897	27132796	6899	-	ENSG00000124635	protein_coding	ENSG00000124635	H2BC11	ensembl_havana	9	2.42046	2.50797	2.74275	2.329	2.56547	2.30653	2.00815	2.52812
6	41905354	41921140	15786	-	ENSG00000124641	protein_coding	ENSG00000124641	MED20	ensembl_havana	16	2.19072	2.22447	1.84022	1.92886	2.36467	2.43055	2.28751	2.56491
6	27957241	27958183	942	+	ENSG00000124657	protein_coding	ENSG00000124657	OR2B6	ensembl_havana	1	1.16054	1.03645	1	1.09321	1.06082	1.05316	1.06281	1.07613
6	42744498	42746104	1606	-	ENSG00000124659	protein_coding	ENSG00000124659	TBCC	ensembl_havana	7	19.2683	16.4571	8.59914	7.59745	16.9828	16.263	23.5665	32.2816
6	34537802	34556334	18532	-	ENSG00000124664	protein_coding	ENSG00000124664	SPDEF	ensembl_havana	11	1.03101	1.04447	1.00279	1.00316	1.78374	1.92414	1.15964	1.20704
6	35118071	35148611	30540	-	ENSG00000124678	protein_coding	ENSG00000124678	TCP11	ensembl_havana	20	1.00693	1.00225	1.00339	1.00192	1	1	1.00097	1.00235
6	43629540	43640942	11402	+	ENSG00000124688	protein_coding	ENSG00000124688	MAD2L1BP	ensembl_havana	14	5.43265	4.52623	2.96158	3.04336	5.43465	5.65988	3.59734	4.28336
6	41053202	41064892	11690	+	ENSG00000124701	protein_coding	ENSG00000124701	APOBEC2	ensembl_havana	6	1.03105	1.03818	1.01327	1.0025	1.00735	1.00214	1.01772	1.04294
6	43014103	43021299	7196	+	ENSG00000124702	protein_coding	ENSG00000124702	KLHDC3	ensembl_havana	19	7.44341	6.4346	4.38115	4.49391	12.6324	14.7757	11.3812	10.1491
6	42960754	42963881	3127	+	ENSG00000124713	protein_coding	ENSG00000124713	GNMT	ensembl_havana	6	1.00967	1.02196	1	1.01872	1.03665	1.01601	1.05677	1.0688
6	41267926	41286683	18757	-	ENSG00000124731	protein_coding	ENSG00000124731	TREM1	ensembl_havana	13	1	1	1.06065	1.01092	1	1.00133	1	1
6	43011143	43016869	5726	-	ENSG00000124733	protein_coding	ENSG00000124733	MEA1	ensembl_havana	5	4.50058	4.16794	2.87488	3.07259	4.26778	4.8677	5.92174	6.7588
6	53647916	53665757	17841	-	ENSG00000124743	protein_coding	ENSG00000124743	KLHL31	ensembl_havana	6	1.05595	1.11547	1	1	1.27297	1.23437	1.04643	1.06231
6	56056590	56394095	337505	-	ENSG00000124749	protein_coding	ENSG00000124749	COL21A1	ensembl_havana	18	1.00018	1	1.00153	1.00087	1.00577	1.00668	1	1.00011
6	36676460	36687338	10878	+	ENSG00000124762	protein_coding	ENSG00000124762	CDKN1A	ensembl_havana	14	2.99083	2.93801	6.13659	5.58762	1.3529	1.30383	1.88391	2.17354
6	21593751	21598620	4869	+	ENSG00000124766	protein_coding	ENSG00000124766	SOX4	havana	7	13.3681	10.8442	24.7322	27.2216	116.227	104.66	6.04326	7.42204
6	38675925	38703146	27221	-	ENSG00000124767	protein_coding	ENSG00000124767	GLO1	ensembl_havana	7	13.5303	10.9364	15.9715	16.7206	11.0136	11.9779	16.9476	20.3085
6	36740775	36839445	98670	-	ENSG00000124772	protein_coding	ENSG00000124772	CPNE5	ensembl_havana	12	1.00123	1.00452	1.00105	1.0003	1	1.00076	1.01229	1.01163
6	7107597	7251981	144384	+	ENSG00000124782	protein_coding	ENSG00000124782	RREB1	ensembl_havana	21	1.3821	1.4152	1.26343	1.2607	1.71409	1.65324	1.30777	1.48579
6	7268306	7347447	79141	-	ENSG00000124783	protein_coding	ENSG00000124783	SSR1	ensembl_havana	14	6.48785	6.34302	5.12404	4.86835	9.63889	9.43493	7.72262	10.0095
6	7389793	7418038	28245	+	ENSG00000124784	protein_coding	ENSG00000124784	RIOK1	ensembl_havana	9	2.53667	2.44901	3.08258	2.88083	4.0874	4.00067	2.88435	3.2357
6	5997999	6007606	9607	-	ENSG00000124785	protein_coding	ENSG00000124785	NRN1	ensembl_havana	9	1.26761	1.21444	1.11035	1.12187	4.06249	3.846	1.00308	1.0112
6	8411435	8435562	24127	-	ENSG00000124786	protein_coding	ENSG00000124786	SLC35B3	ensembl_havana	13	1.87753	1.85812	1.65587	1.65145	2.51271	2.39267	1.92948	2.23359
6	4994717	5004064	9347	-	ENSG00000124787	protein_coding	ENSG00000124787	RPP40	ensembl_havana	14	1.93195	1.8265	1.76073	1.76093	3.61437	3.5073	2.44333	2.73405
6	16299112	16761492	462380	-	ENSG00000124788	protein_coding	ENSG00000124788	ATXN1	ensembl_havana	19	1.04985	1.05109	1.23078	1.21529	1.23011	1.22044	1.05125	1.07755
6	17615035	17706926	91891	-	ENSG00000124789	protein_coding	ENSG00000124789	NUP153	ensembl_havana	12	3.4078	3.47797	3.07607	2.94807	4.29139	4.30962	3.86508	4.80463
6	18223860	18264549	40689	-	ENSG00000124795	protein_coding	ENSG00000124795	DEK	ensembl_havana	17	20.6064	18.2014	8.52087	9.09917	37.5039	36.5595	26.0955	33.784
6	8073360	8102560	29200	-	ENSG00000124802	protein_coding	ENSG00000124802	EEF1E1	ensembl_havana	12	2.79302	2.61327	2.85322	2.70303	5.02933	5.52487	3.0517	2.91084
6	45328157	45664350	336193	+	ENSG00000124813	protein_coding	ENSG00000124813	RUNX2	ensembl_havana	23	1.10013	1.09059	1.2918	1.37167	1.07754	1.0645	1.13007	1.24533
2	237627587	237813683	186096	+	ENSG00000124831	protein_coding	ENSG00000124831	LRRFIP1	ensembl_havana	20	1.21393	1.21492	2.11527	1.81395	1.57354	1.54599	1.43309	1.56945
2	237574322	237601615	27293	-	ENSG00000124839	protein_coding	ENSG00000124839	RAB17	ensembl_havana	13	1.05652	1.06793	1.00379	1.00536	1.41671	1.57795	1.03469	1.03022
4	73836640	73849065	12425	+	ENSG00000124875	protein_coding	ENSG00000124875	CXCL6	ensembl_havana	10	1.27751	1.26528	1.00416	1.00236	1.00231	1	1	1
4	74365145	74388750	23605	+	ENSG00000124882	protein_coding	ENSG00000124882	EREG	ensembl_havana	4	7.43492	8.63353	152.976	170.958	1.27914	1.3214	2.17939	2.55862
11	61746493	61757656	11163	-	ENSG00000124915	lncRNA	ENSG00000124915	MYRF-AS1	ensembl_havana	10	1.00599	1.02009	1.00306	1.00992	1.00824	1.0027	1.01641	1
11	61752636	61788519	35883	+	ENSG00000124920	protein_coding	ENSG00000124920	MYRF	ensembl_havana	14	1.03877	1.05371	1.02666	1.02692	1.01996	1.0314	1.07503	1.12991
11	62433542	62556236	122694	-	ENSG00000124942	protein_coding	ENSG00000124942	AHNAK	ensembl_havana	14	4.06495	4.33207	4.21293	4.00461	2.82939	2.86662	5.15634	7.55165
3	9962682	10011203	48521	-	ENSG00000125037	protein_coding	ENSG00000125037	EMC3	ensembl_havana	13	2.00174	1.90577	1.42685	1.45182	1.71382	1.69096	1.54206	1.77082
3	8619386	8745041	125655	-	ENSG00000125046	protein_coding	ENSG00000125046	SSUH2	ensembl_havana	16	1.00144	1.00109	1.00165	1.00023	1	1.001	1	1
4	8182072	8241804	59732	+	ENSG00000125089	protein_coding	ENSG00000125089	SH3TC1	ensembl_havana	18	1.02127	1.02874	1.19003	1.15239	1.01199	1.02138	1.00347	1.00961
16	58519951	58629886	109935	-	ENSG00000125107	protein_coding	ENSG00000125107	CNOT1	ensembl_havana	19	7.33016	6.79904	4.86766	4.8048	5.92931	5.84662	2.89423	3.61277
16	67207139	67227049	19910	-	ENSG00000125122	transcribed_unitary_pseudogene	ENSG00000125122	FBXL9P	ensembl_havana	18	1.08203	1.08967	1.06493	1.03087	1.00576	1.01383	1.02378	1.02521
16	56465640	56582668	117028	-	ENSG00000125124	protein_coding	ENSG00000125124	BBS2	ensembl_havana	14	1.45218	1.45183	1.12297	1.13779	1.37446	1.36031	1.14995	1.19621
16	56608584	56609498	914	+	ENSG00000125148	protein_coding	ENSG00000125148	MT2A	ensembl_havana	7	5.6329	5.79585	6.43964	7.37264	3.97761	4.15031	4.04267	4.75181
16	67109941	67148545	38604	+	ENSG00000125149	protein_coding	ENSG00000125149	PHAF1	ensembl_havana	12	1.62851	1.64971	1.31443	1.35394	1.4505	1.46096	1.33517	1.42169
16	58707131	58734343	27212	-	ENSG00000125166	protein_coding	ENSG00000125166	GOT2	ensembl_havana	13	9.0662	7.65577	3.94082	4.21497	5.78269	5.94283	3.86805	4.96514
16	57471922	57487328	15406	-	ENSG00000125170	protein_coding	ENSG00000125170	DOK4	ensembl_havana	11	1.74801	1.54602	1.2619	1.22228	1.30124	1.30562	1.04225	1.08379
13	99254732	99261745	7013	-	ENSG00000125245	protein_coding	ENSG00000125245	GPR18	ensembl_havana	14	1.11645	1.25459	1.01475	1.04591	1.11029	1.11068	1.05484	1.06136
13	99606669	99909460	302791	+	ENSG00000125246	protein_coding	ENSG00000125246	CLYBL	ensembl_havana	16	1.00108	1.00202	1.00219	1.00232	1.00735	1.00971	1.00061	1.00036
13	100603625	100675094	71469	-	ENSG00000125247	protein_coding	ENSG00000125247	TMTC4	ensembl_havana	16	1.12654	1.10041	1.06078	1.07699	1.31506	1.33177	1.07079	1.08429
13	97434169	97469129	34960	+	ENSG00000125249	protein_coding	ENSG00000125249	RAP2A	ensembl_havana	7	6.68241	6.41049	3.59969	3.60879	8.07836	8.28918	4.48488	5.51108
13	95019835	95301476	281641	-	ENSG00000125257	protein_coding	ENSG00000125257	ABCC4	ensembl_havana	16	1.07936	1.08522	1.16856	1.17917	1.03753	1.03858	1.31282	1.37903
13	106489745	106535663	45918	-	ENSG00000125266	protein_coding	ENSG00000125266	EFNB2	ensembl_havana	8	2.87905	2.85447	2.13059	1.93258	1.97326	1.88883	1.58532	1.88513
13	94709622	94712546	2924	-	ENSG00000125285	protein_coding	ENSG00000125285	SOX21	ensembl_havana	6	1	1.01174	1	1.09009	1	1	1.1113	1.15943
13	99446311	99564049	117738	+	ENSG00000125304	protein_coding	ENSG00000125304	TM9SF2	ensembl_havana	10	7.13342	6.22977	2.38002	2.43685	6.26275	6.28895	2.59756	3.15307
17	44141906	44162477	20571	+	ENSG00000125319	protein_coding	ENSG00000125319	HROB	ensembl_havana	15	1.26025	1.20029	1.08799	1.11098	1.21307	1.16432	1.2373	1.26845
6	167996241	168045092	48851	+	ENSG00000125337	protein_coding	ENSG00000125337	KIF25	ensembl_havana	21	1	1	1	1	1.00704	1.0041	1	1.0022
5	132440440	132508720	68280	-	ENSG00000125347	protein_coding	ENSG00000125347	IRF1	ensembl_havana	15	1.82819	1.72544	1.70474	1.74353	1.32657	1.36016	1.26795	1.38429
X	119834022	119852999	18977	-	ENSG00000125351	protein_coding	ENSG00000125351	UPF3B	ensembl_havana	14	1.70447	1.75809	1.75075	1.73108	6.54934	5.83425	2.09753	2.82346
X	119870475	119871734	1259	-	ENSG00000125352	protein_coding	ENSG00000125352	RNF113A	ensembl_havana	6	1.38438	1.70906	1.26698	1.16274	1.75089	1.61651	2.22194	2.36714
X	119615724	119693371	77647	-	ENSG00000125354	protein_coding	ENSG00000125354	SEPTIN6	ensembl_havana	24	1.10946	1.1017	1.02797	1.02752	1.50767	1.46918	1.19584	1.2734
X	120258650	120311557	52907	-	ENSG00000125355	protein_coding	ENSG00000125355	TMEM255A	ensembl_havana	16	1.00515	1.00195	1.00538	1.00387	1.00487	1.00379	1.00112	1.00678
X	119871832	119876663	4831	+	ENSG00000125356	protein_coding	ENSG00000125356	NDUFA1	ensembl_havana	7	1.07513	1.17768	1.24085	1.19994	1.2372	1.32652	1.21434	1.26722
14	50312324	50335559	23235	+	ENSG00000125375	protein_coding	ENSG00000125375	DMAC2L	ensembl_havana	18	1.68615	1.67085	1.33667	1.28089	1.62361	1.50481	1.77909	2.06871
14	53949736	53958762	9026	-	ENSG00000125378	protein_coding	ENSG00000125378	BMP4	ensembl_havana	16	3.05966	2.64577	1.01432	1.00649	1.18726	1.22192	3.29837	4.05909
14	52314305	52328599	14294	+	ENSG00000125384	protein_coding	ENSG00000125384	PTGER2	ensembl_havana	7	1.06348	1.08407	1	1	1.05211	1.08058	1.02898	1.02509
4	2536647	2732574	195927	+	ENSG00000125386	protein_coding	ENSG00000125386	FAM193A	ensembl_havana	16	1.01899	1.02197	1.02389	1.02913	1.03641	1.03617	1.02658	1.04832
4	2963571	3040761	77190	+	ENSG00000125388	protein_coding	ENSG00000125388	GRK4	ensembl_havana	20	1.01097	1.01112	1.01943	1.02086	1.02449	1.02465	1.07244	1.09338
17	72121020	72126417	5397	+	ENSG00000125398	protein_coding	ENSG00000125398	SOX9	ensembl_havana	8	37.31	30.3536	7.50602	7.5513	55.0788	55.8129	27.762	32.3209
17	14301081	14349405	48324	+	ENSG00000125430	protein_coding	ENSG00000125430	HS3ST3B1	ensembl_havana	9	1.03505	1.03197	1.07821	1.06885	1.00161	1.00155	1.2057	1.28705
17	8287763	8295401	7638	-	ENSG00000125434	protein_coding	ENSG00000125434	SLC25A35	ensembl_havana	11	1.39996	1.35373	1.0627	1.1142	1.33499	1.32903	1.23789	1.20592
17	75261674	75266377	4703	+	ENSG00000125445	protein_coding	ENSG00000125445	MRPS7	ensembl_havana	11	7.7648	6.18345	6.08992	6.16555	8.4071	8.98211	5.81189	7.31324
17	75236599	75262364	25765	-	ENSG00000125447	protein_coding	ENSG00000125447	GGA3	ensembl_havana	18	1.35218	1.33848	1.20773	1.27946	1.38805	1.44994	1.22162	1.32985
17	75109952	75130273	20321	+	ENSG00000125449	protein_coding	ENSG00000125449	ARMC7	ensembl_havana	7	1.49416	1.43085	1.15014	1.12531	1.46804	1.483	1.39309	1.57703
17	75205659	75235759	30100	+	ENSG00000125450	protein_coding	ENSG00000125450	NUP85	ensembl_havana	11	1.81193	1.7483	1.3711	1.50273	1.87085	1.9957	2.10674	2.24493
17	75272981	75289511	16530	-	ENSG00000125454	protein_coding	ENSG00000125454	SLC25A19	ensembl_havana	12	1.15782	1.18615	1.0944	1.09779	1.24688	1.30348	1.12823	1.11506
17	75266228	75271232	5004	-	ENSG00000125457	protein_coding	ENSG00000125457	MIF4GD	ensembl_havana	15	4.24668	3.48386	4.37518	3.98893	4.16019	4.81126	4.34681	4.38237
17	75130225	75131758	1533	-	ENSG00000125458	protein_coding	ENSG00000125458	NT5C	ensembl_havana	7	1.5543	1.75631	2.39402	2.0692	1.6705	1.65338	1.6544	2.22308
1	155563235	155614952	51717	+	ENSG00000125459	protein_coding	ENSG00000125459	MSTO1	ensembl_havana	18	1.32606	1.23392	1.29371	1.32859	1.25929	1.26701	1.22993	1.27105
1	156404250	156456764	52514	-	ENSG00000125462	lncRNA	ENSG00000125462	MIR9-1HG	ensembl_havana	20	1.03398	1.05296	1.00443	1.00502	1.00055	1	1	1.00205
9	132375548	132406852	31304	-	ENSG00000125482	protein_coding	ENSG00000125482	TTF1	ensembl_havana	13	1.31305	1.24569	1.17841	1.17578	1.24068	1.27274	1.1257	1.2039
9	132670035	132694954	24919	+	ENSG00000125484	protein_coding	ENSG00000125484	GTF3C4	ensembl_havana	12	6.8832	7.05707	3.4218	3.3656	7.25287	7.24111	4.57481	5.6768
9	132592997	132670402	77405	-	ENSG00000125485	protein_coding	ENSG00000125485	DDX31	ensembl_havana	18	1.17271	1.16279	1.09687	1.09415	1.14619	1.14898	1.10434	1.12832
19	55090914	55117638	26724	-	ENSG00000125503	protein_coding	ENSG00000125503	PPP1R12C	ensembl_havana	13	1.50478	1.55246	1.24672	1.21686	1.24441	1.28201	1.22805	1.29788
19	54173412	54189883	16471	-	ENSG00000125505	protein_coding	ENSG00000125505	MBOAT7	ensembl_havana	17	6.16562	5.60896	3.71891	4.45808	2.45404	2.6539	5.75631	6.5603
20	63538489	63547750	9261	-	ENSG00000125508	protein_coding	ENSG00000125508	SRMS	ensembl_havana	4	1.02939	1.06303	1.00558	1.00632	1.02475	1.02704	1.01597	1
20	64080082	64100644	20562	+	ENSG00000125510	protein_coding	ENSG00000125510	OPRL1	ensembl_havana	18	1.00882	1.00501	1	1	1.00557	1.00487	1.02158	1.01046
20	63739776	63744051	4275	+	ENSG00000125520	protein_coding	ENSG00000125520	SLC2A4RG	ensembl_havana	14	6.77257	5.77794	3.3534	3.18077	3.37396	3.55044	2.15832	2.90862
20	63547891	63556696	8805	+	ENSG00000125531	protein_coding	ENSG00000125531	FNDC11	ensembl_havana	7	1.08931	1.11698	1	1.00997	1.01301	1.01706	1	1.00407
20	63520765	63522207	1442	+	ENSG00000125534	protein_coding	ENSG00000125534	PPDPF	ensembl_havana	10	85.2188	69.7398	39.7135	30.107	33.9189	53.1083	16.5928	18.1585
2	112829751	112836817	7066	-	ENSG00000125538	protein_coding	ENSG00000125538	IL1B	ensembl_havana	12	1.70629	2.13704	70.4573	55.5762	1.10947	1.1382	1.21354	1.21822
2	87748087	87759477	11390	+	ENSG00000125551	protein_coding	ENSG00000125551	PLGLB2	ensembl_havana	19	1.00463	1.05064	1.00984	1.00336	1.00944	1.00326	1.0012	1.033
2	112584240	112589276	5036	+	ENSG00000125611	protein_coding	ENSG00000125611	CHCHD5	ensembl_havana	16	1.28829	1.25226	1.22078	1.20923	1.3015	1.23484	1.11162	1.12105
2	113215997	113278922	62925	-	ENSG00000125618	protein_coding	ENSG00000125618	PAX8	ensembl_havana	18	1.03076	1.03596	1.01063	1.00977	1.00273	1.00239	1.02856	1.06034
2	118088452	118110998	22546	+	ENSG00000125629	protein_coding	ENSG00000125629	INSIG2	ensembl_havana	16	4.73212	4.04274	3.16177	2.94989	6.51964	6.38827	3.96561	4.61511
2	112541915	112579819	37904	+	ENSG00000125630	protein_coding	ENSG00000125630	POLR1B	ensembl_havana	16	2.64064	2.82436	2.64127	2.60849	2.81694	2.7155	2.27461	2.62626
2	117915478	118014134	98656	-	ENSG00000125633	protein_coding	ENSG00000125633	CCDC93	ensembl_havana	11	1.51996	1.4841	1.29825	1.2857	1.35078	1.37029	1.42882	1.54812
2	113157325	113209397	52072	+	ENSG00000125637	protein_coding	ENSG00000125637	PSD4	ensembl_havana	16	1.58202	1.633	1.01341	1.01518	1.43297	1.47074	1.05284	1.0668
19	6436079	6465204	29125	-	ENSG00000125648	protein_coding	ENSG00000125648	SLC25A23	ensembl_havana	15	1.44344	1.37371	1.0657	1.1015	1.19082	1.26478	1.32607	1.40384
19	6375148	6379059	3911	-	ENSG00000125650	protein_coding	ENSG00000125650	PSPN	ensembl_havana	5	1.34801	1.44773	1.05289	1.20206	1.27835	1.26888	1.43875	1.78851
19	6379572	6393982	14410	-	ENSG00000125651	protein_coding	ENSG00000125651	GTF2F1	ensembl_havana	14	1.78502	1.80774	1.64417	1.69263	1.50695	1.43439	1.8315	2.15465
19	6372794	6375251	2457	+	ENSG00000125652	protein_coding	ENSG00000125652	ALKBH7	ensembl_havana	8	1.54165	1.46115	1.06314	1.13104	1.52468	1.41781	1.42144	1.35027
19	6361531	6370243	8712	+	ENSG00000125656	protein_coding	ENSG00000125656	CLPP	ensembl_havana	11	1.69089	1.48081	1.78353	1.766	1.54257	1.6955	1.91689	2.06194
19	6531026	6535925	4899	+	ENSG00000125657	protein_coding	ENSG00000125657	TNFSF9	ensembl_havana	5	3.01888	2.34564	1.04222	1.07169	2.35666	2.58948	1.67637	1.95155
X	123600561	123733057	132496	-	ENSG00000125676	protein_coding	ENSG00000125676	THOC2	ensembl_havana	20	2.22497	2.34259	1.98909	1.94793	2.25928	2.1968	1.91737	2.29831
17	39404285	39451273	46988	-	ENSG00000125686	protein_coding	ENSG00000125686	MED1	ensembl_havana	12	3.48408	3.35623	2.23981	2.26646	2.92954	2.93751	3.13094	4.08547
17	38847860	38853765	5905	-	ENSG00000125691	protein_coding	ENSG00000125691	RPL23	ensembl_havana	14	27.338	25.6537	18.0419	17.3272	29.6093	26.1378	26.642	30.1566
1	62784132	62865517	81385	+	ENSG00000125703	protein_coding	ENSG00000125703	ATG4C	ensembl_havana	15	1.11558	1.12024	1.15568	1.17838	1.40797	1.36303	1.43477	1.549
19	6583183	6604104	20921	-	ENSG00000125726	protein_coding	ENSG00000125726	CD70	ensembl_havana	11	1.18216	1.12145	1.0173	1.01259	1	1	1	1
19	6677704	6730563	52859	-	ENSG00000125730	protein_coding	ENSG00000125730	C3	ensembl_havana	18	2.88705	2.58816	2.76928	2.82009	1.15067	1.16058	1.00728	1.0095
19	6752160	6767464	15304	-	ENSG00000125731	protein_coding	ENSG00000125731	SH2D3A	ensembl_havana	13	1.75892	1.82337	1.05069	1.03634	1.31448	1.48263	1.06959	1.12653
19	6737925	6751531	13606	+	ENSG00000125733	protein_coding	ENSG00000125733	TRIP10	ensembl_havana	18	4.62572	3.44023	2.33786	2.47572	3.62979	3.69778	4.65301	4.07301
19	6729914	6737581	7667	-	ENSG00000125734	protein_coding	ENSG00000125734	GPR108	ensembl_havana	16	3.31965	2.88087	3.29999	3.2371	3.14849	3.57336	3.47347	3.75478
19	45467995	45475180	7185	+	ENSG00000125740	protein_coding	ENSG00000125740	FOSB	ensembl_havana	15	1.11366	1.21504	1.21592	1.32182	1.10765	1.12545	1.08647	1.17967
19	45527767	45602213	74446	-	ENSG00000125741	protein_coding	ENSG00000125741	OPA3	ensembl_havana	6	1.30106	1.24628	1.1358	1.11913	1.30208	1.30875	1.2142	1.28467
19	45687460	45692570	5110	-	ENSG00000125743	protein_coding	ENSG00000125743	SNRPD2	ensembl_havana	11	5.30905	4.22519	5.34146	4.9293	2.77157	3.07752	4.05114	3.69468
19	45485294	45497056	11762	-	ENSG00000125744	protein_coding	ENSG00000125744	RTN2	ensembl_havana	12	1.17743	1.1518	1.06815	1.07217	1.08281	1.10005	1.2465	1.27438
19	45606994	45645603	38609	-	ENSG00000125746	protein_coding	ENSG00000125746	EML2	ensembl_havana	18	1.16753	1.12739	1.14223	1.10191	1.08014	1.10189	1.10679	1.12669
19	45506579	45526990	20411	+	ENSG00000125753	protein_coding	ENSG00000125753	VASP	ensembl_havana	15	4.71358	4.10357	6.10635	5.67776	4.82885	5.20754	5.55855	6.54451
19	45815410	45863195	47785	-	ENSG00000125755	protein_coding	ENSG00000125755	SYMPK	ensembl_havana	19	1.33864	1.32621	1.25107	1.2836	1.30635	1.32382	1.39191	1.53805
20	5544439	5611007	66568	-	ENSG00000125772	protein_coding	ENSG00000125772	GPCPD1	ensembl_havana	14	1.68651	1.70294	1.97959	1.98096	1.59936	1.60068	1.42348	1.52134
20	1309909	1329140	19231	-	ENSG00000125775	protein_coding	ENSG00000125775	SDCBP2	ensembl_havana	15	1.10223	1.08034	1.00941	1.00152	1.00745	1.01172	1.00154	1
20	3888839	3929888	41049	+	ENSG00000125779	protein_coding	ENSG00000125779	PANK2	ensembl_havana	24	2.56511	2.38775	1.35282	1.46916	1.65294	1.60158	2.26655	2.63365
20	22580998	22585456	4458	-	ENSG00000125798	protein_coding	ENSG00000125798	FOXA2	ensembl_havana	15	1.00678	1.0077	1.4118	1.4005	1.01285	1	3.18338	4.09683
20	25985210	26086918	101708	+	ENSG00000125804	lncRNA	ENSG00000125804	FAM182A	havana	14	1.00208	1.00068	1.00178	1.00029	1.00113	1.00098	1.00116	1.00035
20	23362182	23373063	10881	+	ENSG00000125812	protein_coding	ENSG00000125812	GZF1	ensembl_havana	16	3.4128	3.36663	4.909	4.94347	3.26687	3.23896	3.38997	4.47352
20	23374519	23421520	47001	-	ENSG00000125814	protein_coding	ENSG00000125814	NAPB	ensembl_havana	17	1.51289	1.58368	1.49511	1.38299	1.44494	1.46293	1.56525	1.73852
20	3783851	3786741	2890	-	ENSG00000125817	protein_coding	ENSG00000125817	CENPB	ensembl_havana	8	28.2216	23.2523	10.8594	12.5153	15.1752	16.8199	14.6972	19.4257
20	1113240	1189416	76176	+	ENSG00000125818	protein_coding	ENSG00000125818	PSMF1	ensembl_havana	18	2.14472	2.08671	1.4382	1.4461	1.54606	1.5121	1.55694	1.74047
20	18587942	18766645	178703	+	ENSG00000125821	protein_coding	ENSG00000125821	DTD1	ensembl_havana	13	1.04492	1.03389	1.0984	1.08828	1.08086	1.08051	1.07231	1.10273
